IFI6	3.46396563806433
IFI27	2.41710017717289
IFI44L	3.03161028166273
CXCL11	5.60166790240402
IFIT1	3.03369580216103
HERC6	2.22204495649136
IFI44	2.28268916043852
ISG15	3.68988058980633
CMPK2	2.52639370936816
OAS2	2.09488369483543
USP18	2.45612541458891
BST2	2.29805130594394
PLAAT2	2.50011144605492
OAS1	2.05636273614886
LY6E	1.41987313925634
LGALS3BP	1.22653332351058
OAS3	2.20544199502125
CXCL10	4.06787583536976
TNFSF10	1.48076871347718
RTP4	1.90968762119664
SPATS2L	1.13211806188905
NUPR1	1.80734017498082
IFI35	1.55211453879223
MX1	1.65504377932335
NT5C3A	1.4517978733504
DDX60	1.79714894332432
LAP3	1.44008647104832
EPSTI1	1.94178805048139
SHFL	1.25825061884335
LAG3	2.29462199216133
PARP9	1.31194022751606
PSME2	0.989663096530107
OASL	2.37945484908005
IFITM3	1.78672440909906
IFIT5	1.46169122467773
TRIM22	1.18361856747968
EIF2AK2	1.06399533997147
ARHGEF40	-1.82703850198532
DDX58	1.70649849588472
IFIT3	2.31189385553412
XAF1	1.20213826565224
LAMP3	1.45348107096207
THBD	-2.46981171860401
CD93	-2.16808058237371
RSAD2	2.16952832996023
ANXA10	2.35389723216794
MT2A	1.54601544340839
DTX3L	0.966011616938788
FAM83A	1.37377724405728
KLF2	-1.52119323720897
CFB	1.06525032799645
DHX58	1.24477396866671
CXCL5	-3.30426534911628
UBE2L6	1.31120037501318
SLC11A1	-2.33583054893093
GSDMB	1.02686283844784
IL1R2	-2.88347888952911
PARP14	1.26719767970863
CCL8	4.6804137120106
IFIT2	2.31394876634171
IDO1	1.897887918568
TRO	1.82748832733098
WDR74	1.44259192457593
SAMD9L	1.56904385903726
PSMB8	0.823157425219646
CHMP5	0.617215647834209
SLFN5	0.859558351837596
LGALS9	0.826957973345789
BTN3A3	1.06071106275389
MDK	1.03686696531715
CCDC194	2.16217744173062
KLHDC7B	1.6430180342996
PPM1K	0.844254193348315
APOL3	1.26250641212953
STAT1	1.09097646827794
STAT2	0.93057273384189
CASS4	-1.72976509991374
CNP	0.677421904282312
BCL2L14	1.05145820418933
AMPD2	-1.67771751149653
ACSL1	-2.12958556859831
NDEL1	-1.41618708371774
ADGRE3	-2.58846747210114
SAMD9	1.25741701291544
NRSN1	1.57030786738365
PARP12	1.08920638247401
IL1B	-2.58771240090006
SERPING1	1.63961635876325
CXCL9	2.39433918528532
IVNS1ABP	-1.64366737090777
TMEM71	-1.7673953352538
CTDSP1	-1.36954476641193
EIF4A2	0.533896857126629
RUFY4	1.84579625138269
ICAM3	-1.58854488581816
CFH	0.889417464366171
PADI2	-1.84182169834054
DGAT2	-2.14967490330257
C5AR1	-1.3528267447556
CD38	1.13090618945607
PLLP	1.30935499150422
